AI,explanation,ResponseId,PROLIFIC_PID,test_order,test_index,test_mse,Finished,displayed_reward,human_response,hai_response,Order,Year_Built,Gr_Liv_Area,Garage_Cars,Fireplaces,Year_Remod,Overall_Qual,SalePrice,pred1,pred2
pred2,none,R_1zGsnGQDFR9DzHg,6781e2745214f6bcc5c6d6c0,111,23,6150.71032845,True,3,281.0,210.0,111,1967,1829,2.0,0,1967,6,218500,154764.56,169597.05
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,138,144,1204.4575049999999,True,5.05,160.0,190.0,138,1966,1888,2.0,1,2002,6,190000,185253.48,193081.36
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,773,145,1204.4575049999999,True,5.05,140.0,136.0,773,1967,899,1.0,0,2004,5,130000,135827.69,117411.93
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,281,146,1204.4575049999999,True,5.05,101.0,93.0,281,1958,960,0.0,0,1958,4,90000,94099.805,99819.88
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,4,147,1204.4575049999999,True,5.05,163.0,228.0,4,1968,2110,2.0,2,1968,7,244000,221533.39,231001.11
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,2434,148,1204.4575049999999,True,5.05,209.0,211.0,2434,2004,1598,2.0,1,2005,7,201490,212355.08,205667.97
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,1791,149,1204.4575049999999,True,5.05,213.0,260.0,1791,2004,1694,2.0,1,2005,8,307000,245964.36,220112.31
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,2535,150,1204.4575049999999,True,5.05,141.0,195.0,2535,1968,976,2.0,1,2004,6,157500,185026.08,136966.64
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,944,151,1204.4575049999999,True,5.05,84.0,84.0,944,1925,572,1.0,0,1950,4,75000,85799.125,68579.49
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,2556,152,1204.4575049999999,True,5.05,90.0,90.0,2556,1923,869,0.0,0,1958,4,85500,89825.09,86251.91
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,48,153,1204.4575049999999,True,5.05,237.0,297.0,48,2002,2250,3.0,1,2002,8,320000,290534.12,302490.84
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,2384,154,1204.4575049999999,True,5.05,279.0,222.0,2384,2006,1740,3.0,0,2006,7,293000,217006.28,252947.94
pred1,shap,R_17DX1ODgdTGnC4h,663d1e842efe0b27087f52cb,192,155,1204.4575049999999,True,5.05,121.0,149.0,192,1950,1612,1.0,0,1997,5,128500,144006.4,130633.68
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,1217,216,7822.5261184500005,True,3,235.0,170.0,1217,1959,1252,2.0,0,1959,6,142000,152227.77,137654.52
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,2890,217,7822.5261184500005,True,3,289.0,152.0,2890,1975,1210,2.0,0,1975,6,148000,148225.4,133475.97
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,232,218,7822.5261184500005,True,3,155.0,144.0,232,1950,1067,2.0,0,1995,4,128000,130747.22,117481.82
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,2583,219,7822.5261184500005,True,3,183.0,166.0,2583,1954,1050,1.0,0,2000,6,156000,145979.86,117755.74
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,2275,220,7822.5261184500005,True,3,375.0,350.0,2275,2006,1776,3.0,1,2007,8,283463,282040.16,272517.75
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,708,221,7822.5261184500005,True,3,88.0,89.0,708,1920,861,2.0,0,1950,4,80000,91788.67,94701.27
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,1395,222,7822.5261184500005,True,3,82.0,95.0,1395,1940,672,1.0,0,1997,5,108000,129026.695,76624.32
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,1853,223,7822.5261184500005,True,3,426.0,371.0,1853,1998,2362,2.0,2,1998,8,312500,305882.3,311379.44
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,2594,224,7822.5261184500005,True,3,334.0,170.0,2594,1947,1312,2.0,0,1950,6,127000,128644.086,122049.98
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,1431,225,7822.5261184500005,True,3,282.0,278.0,1431,1997,1688,2.0,0,1997,6,200000,179054.02,192826.5
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,2305,226,7822.5261184500005,True,3,136.0,133.0,2305,1984,887,1.0,0,1984,5,124500,130411.484,133773.9
pred1,both,R_3H7dN4dP2wgcz1D,65ebbbc0a6328372037a40c1,2605,227,7822.5261184500005,True,3,394.0,329.0,2605,1900,2414,2.0,1,1970,5,160000,137020.34,171520.45
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,2799,12,7037.97462845,True,3,297.0,362.0,2799,1998,1939,3.0,1,1998,7,227000,243179.72,266527.75
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,2197,13,7037.97462845,True,3,144.0,154.0,2197,1923,1502,1.0,2,1996,6,165000,179060.67,160086.56
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,1903,14,7037.97462845,True,3,141.0,107.0,1903,1946,666,0.0,0,1950,3,64500,67649.875,63213.95
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,935,15,7037.97462845,True,3,203.0,171.0,935,1980,1229,2.0,1,1980,6,121000,166734.58,160001.86
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,367,16,7037.97462845,True,3,268.0,333.0,367,2008,2234,3.0,1,2009,9,501837,355361.7,342558.22
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,1830,17,7037.97462845,True,3,199.0,141.0,1830,1974,1037,2.0,0,1974,5,129000,134735.58,131025.7
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,1218,18,7037.97462845,True,3,221.0,155.0,1218,1960,1100,1.0,1,1960,4,141000,121067.49,134810.52
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,1996,19,7037.97462845,True,3,296.0,210.0,1996,1880,2210,1.0,0,1950,6,117500,114556.65,152945.17
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,1857,20,7037.97462845,True,3,302.0,208.0,1857,1976,1437,2.0,1,2004,5,218000,165038.52,163023.06
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,1420,21,7037.97462845,True,3,326.0,311.0,1420,1995,2814,2.0,1,2002,6,260000,193797.33,312245.38
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,1178,22,7037.97462845,True,3,341.0,283.0,1178,1998,2393,2.0,1,1999,10,345000,353188.56,277747.75
pred2,none,R_5Dcm9DXte6N3jqO,62926f5a375553f13d68bc92,111,23,7037.97462845,True,3,335.0,182.0,111,1967,1829,2.0,0,1967,6,218500,154764.56,169597.05
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,2799,12,6834.5878284499995,True,3,293.0,271.0,2799,1998,1939,3.0,1,1998,7,227000,243179.72,266527.75
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,2197,13,6834.5878284499995,True,3,211.0,167.0,2197,1923,1502,1.0,2,1996,6,165000,179060.67,160086.56
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,1903,14,6834.5878284499995,True,3,113.0,63.0,1903,1946,666,0.0,0,1950,3,64500,67649.875,63213.95
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,935,15,6834.5878284499995,True,3,112.0,139.0,935,1980,1229,2.0,1,1980,6,121000,166734.58,160001.86
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,367,16,6834.5878284499995,True,3,232.0,320.0,367,2008,2234,3.0,1,2009,9,501837,355361.7,342558.22
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,1830,17,6834.5878284499995,True,3,123.0,127.0,1830,1974,1037,2.0,0,1974,5,129000,134735.58,131025.7
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,1218,18,6834.5878284499995,True,3,140.0,137.0,1218,1960,1100,1.0,1,1960,4,141000,121067.49,134810.52
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,1996,19,6834.5878284499995,True,3,196.0,167.0,1996,1880,2210,1.0,0,1950,6,117500,114556.65,152945.17
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,1857,20,6834.5878284499995,True,3,122.0,128.0,1857,1976,1437,2.0,1,2004,5,218000,165038.52,163023.06
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,1420,21,6834.5878284499995,True,3,224.0,308.0,1420,1995,2814,2.0,1,2002,6,260000,193797.33,312245.38
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,1178,22,6834.5878284499995,True,3,176.0,267.0,1178,1998,2393,2.0,1,1999,10,345000,353188.56,277747.75
pred2,shap,R_6ReYgObJef50rOz,663140c398e19ff9b77d4663,111,23,6834.5878284499995,True,3,120.0,160.0,111,1967,1829,2.0,0,1967,6,218500,154764.56,169597.05
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,1938,120,1095.3229999999999,True,4.62,165.0,148.0,1938,1955,1540,1.0,0,1955,4,115000,100803.21,139084.03
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,229,121,1095.3229999999999,True,4.62,250.0,223.0,229,1996,2260,2.0,0,1997,7,328000,199864.47,217583.2
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,988,122,1095.3229999999999,True,4.62,190.0,194.0,988,1977,1567,2.0,2,1977,6,196000,189579.38,201326.02
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,679,123,1095.3229999999999,True,4.62,140.0,120.0,679,1949,1040,2.0,0,1950,4,90000,107110.1,113666.02
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,841,124,1095.3229999999999,True,4.62,176.0,165.0,841,1994,1097,2.0,0,1995,5,145000,162989.48,150749.84
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,2641,125,1095.3229999999999,True,4.62,122.0,150.0,2641,1925,1641,2.0,1,1990,7,178000,180625.7,154446.38
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,1309,126,1095.3229999999999,True,4.62,155.0,160.0,1309,1915,1416,3.0,1,1950,5,153900,161193.11,166297.23
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,2639,127,1095.3229999999999,True,4.62,126.0,130.0,2639,1920,1657,1.0,1,1980,4,111500,99533.28,138552.1
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,2685,128,1095.3229999999999,True,4.62,107.0,107.0,2685,1922,1048,1.0,1,1950,5,113000,116447.8,107147.91
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,2604,129,1095.3229999999999,True,4.62,138.0,135.0,2604,1915,1214,3.0,0,1950,3,105000,101655.37,133571.34
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,969,130,1095.3229999999999,True,4.62,398.0,315.0,969,2007,1978,3.0,1,2007,9,425000,344494.06,302866.7
pred2,both,R_1HObZFoji6YrIE9,617617515ce25cbceccac37c,593,131,1095.3229999999999,True,4.62,295.0,209.0,593,2001,1665,2.0,0,2001,8,227000,218630.5,202320.9
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,2426,96,36011.060880000005,True,3,540.0,202.0,2426,2005,1248,2.0,0,2006,7,167240,195242.44,177709.9
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,234,97,36011.060880000005,True,3,213.0,205.0,234,1978,1981,2.0,1,1992,6,230000,167476.89,194335.72
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,2054,98,36011.060880000005,True,3,384.0,160.0,2054,1966,1040,1.0,0,1966,5,123000,131439.7,131264.2
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,1679,99,36011.060880000005,True,3,387.0,160.0,1679,1970,1302,2.0,0,1970,5,106000,126507.32,133611.1
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,2400,100,36011.060880000005,True,3,636.0,278.0,2400,2003,1792,3.0,1,2004,9,374000,362047.94,265556.78
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,1179,101,36011.060880000005,True,3,567.0,213.0,1179,1996,1288,2.0,2,1996,8,245500,291732.47,216275.11
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,228,102,36011.060880000005,True,3,506.0,165.0,228,1978,1386,2.0,1,1978,6,158900,166387.98,163711.7
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,2120,103,36011.060880000005,True,3,449.0,160.0,2120,1994,1022,2.0,0,1994,5,139500,165578.78,158452.98
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,2697,104,36011.060880000005,True,3,252.0,72.0,2697,1935,754,0.0,0,1982,6,84500,128579.695,64872.2
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,1514,105,36011.060880000005,True,3,182.0,122.0,1514,1925,864,0.0,0,1950,5,98000,91686.92,86353.055
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,2596,106,36011.060880000005,True,3,160.0,82.0,2596,1930,713,1.0,0,2001,3,99800,80254.13,75172.516
pred2,both,R_7qlaXWa3oaHpYvS,6673ad6b8abf0e0b25ea3131,1037,107,36011.060880000005,True,3,206.0,120.0,1037,1971,864,2.0,0,1971,5,123000,127237.04,119688.86
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,322,180,4019.1151925,True,3.02,344.0,339.0,322,2008,2018,3.0,1,2009,9,378500,351302.0,330220.12
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,1308,181,4019.1151925,True,3.02,255.0,117.0,1308,1900,1627,2.0,0,2006,5,139500,134994.11,113565.37
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,2166,182,4019.1151925,True,3.02,196.0,210.0,2166,2006,1491,2.0,1,2006,7,168675,209103.1,223068.08
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,298,183,4019.1151925,True,3.02,334.0,200.0,298,1994,1652,2.0,0,2007,7,203135,193830.97,190283.27
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,2825,184,4019.1151925,True,3.02,401.0,284.0,2825,2003,2314,2.0,1,2005,7,229000,223483.72,271161.38
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,2257,185,4019.1151925,True,3.02,290.0,197.0,2257,1998,1502,1.0,1,1998,7,330000,195047.02,193027.05
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,1590,186,4019.1151925,True,3.02,250.0,188.0,1590,1997,1344,4.0,0,1998,7,206300,220307.0,182998.16
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,1608,187,4019.1151925,True,3.02,188.0,140.0,1608,1940,1750,1.0,0,1985,6,160000,129324.57,137625.38
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,2226,188,4019.1151925,True,3.02,208.0,163.0,2226,1980,1045,2.0,1,1980,6,123900,163875.56,153542.45
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,429,189,4019.1151925,True,3.02,270.0,332.0,429,2008,2184,3.0,1,2008,9,335000,355811.7,348056.28
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,2572,190,4019.1151925,True,3.02,187.0,140.0,2572,1963,1008,2.0,0,1963,6,135000,152080.05,133076.48
pred2,both,R_1oHG03z1bMBoNCO,66e4c4358de330a06b4d33f1,1416,191,4019.1151925,True,3.02,135.0,120.0,1416,1950,1164,1.0,0,1950,5,125000,119219.96,116241.53
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,1491,108,1930.21884665,True,4.47,197.0,118.0,1491,1976,1127,2.0,1,1976,6,135000,161555.23,143532.69
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,535,109,1930.21884665,True,4.47,127.0,145.0,535,2006,1141,2.0,0,2006,7,152000,191760.12,170611.92
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,307,110,1930.21884665,True,4.47,155.0,118.0,307,1952,1044,2.0,0,1952,5,55993,123056.15,112965.0
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,1353,111,1930.21884665,True,4.47,193.0,152.0,1353,1925,1820,1.0,0,1950,7,184000,124454.82,139117.98
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,2140,112,1930.21884665,True,4.47,131.0,126.0,2140,1975,879,2.0,0,1975,5,120000,129453.27,120682.82
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,2199,113,1930.21884665,True,4.47,170.0,137.0,2199,1926,1422,1.0,0,1950,5,136500,99693.26,127209.62
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,881,114,1930.21884665,True,4.47,177.0,180.0,881,2004,1728,2.0,0,2004,7,190000,180754.95,191380.48
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,1942,115,1930.21884665,True,4.47,194.0,107.0,1942,1952,924,1.0,0,1952,5,112500,106546.71,99973.94
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,522,116,1930.21884665,True,4.47,250.0,270.0,522,2009,1766,3.0,1,2009,9,370878,383379.28,308487.84
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,583,117,1930.21884665,True,4.47,239.0,221.0,583,1973,2090,2.0,2,1973,7,200000,188788.6,214079.6
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,778,118,1930.21884665,True,4.47,164.0,165.0,778,1961,1774,1.0,1,1961,5,165000,140410.34,167300.5
pred2,both,R_3xYj0YR0UmggR3U,67104c7deff954cb22438402,1160,119,1930.21884665,True,4.47,188.0,172.0,1160,2004,1391,2.0,0,2004,7,196000,182335.48,171535.83
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,2799,12,40262.25522845,True,3,400.0,302.0,2799,1998,1939,3.0,1,1998,7,227000,243179.72,266527.75
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,2197,13,40262.25522845,True,3,195.0,190.0,2197,1923,1502,1.0,2,1996,6,165000,179060.67,160086.56
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,1903,14,40262.25522845,True,3,13.0,30.0,1903,1946,666,0.0,0,1950,3,64500,67649.875,63213.95
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,935,15,40262.25522845,True,3,100.0,130.0,935,1980,1229,2.0,1,1980,6,121000,166734.58,160001.86
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,367,16,40262.25522845,True,3,230.0,270.0,367,2008,2234,3.0,1,2009,9,501837,355361.7,342558.22
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,1830,17,40262.25522845,True,3,450.0,250.0,1830,1974,1037,2.0,0,1974,5,129000,134735.58,131025.7
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,1218,18,40262.25522845,True,3,400.0,152.0,1218,1960,1100,1.0,1,1960,4,141000,121067.49,134810.52
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,1996,19,40262.25522845,True,3,500.0,240.0,1996,1880,2210,1.0,0,1950,6,117500,114556.65,152945.17
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,1857,20,40262.25522845,True,3,530.0,277.0,1857,1976,1437,2.0,1,2004,5,218000,165038.52,163023.06
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,1420,21,40262.25522845,True,3,680.0,405.0,1420,1995,2814,2.0,1,2002,6,260000,193797.33,312245.38
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,1178,22,40262.25522845,True,3,600.0,424.0,1178,1998,2393,2.0,1,1999,10,345000,353188.56,277747.75
pred1,both,R_3fcOy3R2T6rT67U,67ccbff51d19e63fccfe0d60,111,23,40262.25522845,True,3,13.0,90.0,111,1967,1829,2.0,0,1967,6,218500,154764.56,169597.05
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,322,180,2458.1396925,True,3.82,233.0,310.0,322,2008,2018,3.0,1,2009,9,378500,351302.0,330220.12
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,1308,181,2458.1396925,True,3.82,149.0,140.0,1308,1900,1627,2.0,0,2006,5,139500,134994.11,113565.37
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,2166,182,2458.1396925,True,3.82,196.0,210.0,2166,2006,1491,2.0,1,2006,7,168675,209103.1,223068.08
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,298,183,2458.1396925,True,3.82,187.0,186.0,298,1994,1652,2.0,0,2007,7,203135,193830.97,190283.27
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,2825,184,2458.1396925,True,3.82,232.0,253.0,2825,2003,2314,2.0,1,2005,7,229000,223483.72,271161.38
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,2257,185,2458.1396925,True,3.82,183.0,185.0,2257,1998,1502,1.0,1,1998,7,330000,195047.02,193027.05
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,1590,186,2458.1396925,True,3.82,214.0,203.0,1590,1997,1344,4.0,0,1998,7,206300,220307.0,182998.16
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,1608,187,2458.1396925,True,3.82,196.0,175.0,1608,1940,1750,1.0,0,1985,6,160000,129324.57,137625.38
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,2226,188,2458.1396925,True,3.82,144.0,144.0,2226,1980,1045,2.0,1,1980,6,123900,163875.56,153542.45
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,429,189,2458.1396925,True,3.82,280.0,320.0,429,2008,2184,3.0,1,2008,9,335000,355811.7,348056.28
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,2572,190,2458.1396925,True,3.82,132.0,132.0,2572,1963,1008,2.0,0,1963,6,135000,152080.05,133076.48
pred2,none,R_6mgHmh78FxVHWpD,615586b009f801c3f2d4af8d,1416,191,2458.1396925,True,3.82,147.0,137.0,1416,1950,1164,1.0,0,1950,5,125000,119219.96,116241.53
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,322,180,13722.7236925,True,3,549.0,549.0,322,2008,2018,3.0,1,2009,9,378500,351302.0,330220.12
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,1308,181,13722.7236925,True,3,134.0,134.0,1308,1900,1627,2.0,0,2006,5,139500,134994.11,113565.37
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,2166,182,13722.7236925,True,3,520.0,520.0,2166,2006,1491,2.0,1,2006,7,168675,209103.1,223068.08
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,298,183,13722.7236925,True,3,203.0,203.0,298,1994,1652,2.0,0,2007,7,203135,193830.97,190283.27
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,2825,184,13722.7236925,True,3,508.0,508.0,2825,2003,2314,2.0,1,2005,7,229000,223483.72,271161.38
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,2257,185,13722.7236925,True,3,203.0,203.0,2257,1998,1502,1.0,1,1998,7,330000,195047.02,193027.05
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,1590,186,13722.7236925,True,3,209.0,209.0,1590,1997,1344,4.0,0,1998,7,206300,220307.0,182998.16
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,1608,187,13722.7236925,True,3,152.0,152.0,1608,1940,1750,1.0,0,1985,6,160000,129324.57,137625.38
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,2226,188,13722.7236925,True,3,186.0,186.0,2226,1980,1045,2.0,1,1980,6,123900,163875.56,153542.45
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,429,189,13722.7236925,True,3,490.0,490.0,429,2008,2184,3.0,1,2008,9,335000,355811.7,348056.28
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,2572,190,13722.7236925,True,3,134.0,134.0,2572,1963,1008,2.0,0,1963,6,135000,152080.05,133076.48
pred2,both,R_5cvafe4az2rkDyF,664c4e829445321c23a8de52,1416,191,13722.7236925,True,3,126.0,126.0,1416,1950,1164,1.0,0,1950,5,125000,119219.96,116241.53
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,217,60,2959.4985,True,4.1,107.0,105.0,217,1967,1832,0.0,0,1967,4,136000,100059.59,138751.62
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,775,61,2959.4985,True,4.1,84.0,134.0,775,1982,858,2.0,0,1982,5,134900,138943.23,129732.586
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,974,62,2959.4985,True,4.1,109.0,92.0,974,1973,988,1.0,0,1973,4,91000,94934.12,113493.8
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,1306,63,2959.4985,True,4.1,134.0,80.0,1306,1949,1588,0.0,0,1992,3,65000,80343.57,105954.14
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,397,64,2959.4985,True,4.1,127.0,119.0,397,1971,1050,1.0,0,1971,5,143000,119970.21,124113.94
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,2450,65,2959.4985,True,4.1,188.0,300.0,2450,1995,2726,3.0,1,1995,8,350000,310669.62,369415.53
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,416,66,2959.4985,True,4.1,153.0,159.0,416,1978,1441,2.0,1,1978,6,148500,162801.83,168100.95
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,383,67,2959.4985,True,4.1,145.0,143.0,383,1976,1868,2.0,1,1976,5,197500,144279.0,180959.16
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,1444,68,2959.4985,True,4.1,152.0,205.0,1444,2001,1786,2.0,1,2002,7,223500,214452.72,230465.95
pred1,shap,R_7PxRq3TTQeyXTb3,565bbc1ec121fe0012fc3782,655,69,2959.4985,True,4.1,107.0,85.0,655,1958,792,1.0,0,1958,3,99900,85528.96,107112.555
